country,year,dim4,tfr_lead18
Afghanistan,1950,0.45687940155674234,4.547015444909042
Afghanistan,1951,0.46678954144906715,4.639173415739433
Afghanistan,1952,0.4297639719722919,4.337291636654717
Afghanistan,1953,0.4456022552634215,4.1361612401953955
Afghanistan,1954,0.473005375745656,4.7408949355593295
Afghanistan,1955,0.4721859762726488,3.911014429187231
Afghanistan,1956,0.48243250161767776,4.381236861511304
Afghanistan,1957,0.4755724550381489,4.3825034000809415
Afghanistan,1958,0.507182338088712,4.2841599212549255
Afghanistan,1959,0.5112292733595113,4.413816155315977
Afghanistan,1960,0.5060778887805497,4.99019356053748
Afghanistan,1961,0.5274800291570498,3.5681991686355907
Afghanistan,1962,0.5230309904846462,4.599853405637033
Afghanistan,1963,0.5085421737887885,3.3056064773216605
Afghanistan,1964,0.5323450893992574,4.756741341852187
Afghanistan,1965,0.5177842847376131,3.443464691417473
Afghanistan,1966,0.5506714481746925,5.075666651509806
Afghanistan,1967,0.542048228257714,3.9764957632350666
Afghanistan,1968,0.5453034205941326,4.640652397812131
Afghanistan,1969,0.5431198503663557,4.569333177098235
Afghanistan,1970,0.5769087810943614,3.758167922457027
Afghanistan,1971,0.5614701202213053,3.8776352470660624
Afghanistan,1972,0.5625620754858631,3.6773839732622435
Afghanistan,1973,0.5688863500657951,4.301387544120616
Afghanistan,1974,0.5873176017298217,3.703939037459758
Afghanistan,1975,0.589963234804926,3.52808321110646
Afghanistan,1976,0.595805859205158,4.045823032034175
Afghanistan,1977,0.6011957998173025,3.432076933631435
Afghanistan,1978,0.63196271578188,3.4870435561931368
Afghanistan,1979,0.5988327362657149,3.8537043561899527
Afghanistan,1980,0.6023232249177933,3.5291527219131034
Afghanistan,1981,0.6028655910469687,3.587365463153185
Afghanistan,1982,0.6293650371339606,4.259365981807244
Afghanistan,1983,0.6421013494107356,3.479762320601992
Afghanistan,1984,0.6284876098603155,3.494461880781025
Afghanistan,1985,0.6226135275404994,3.6030282320072913
Afghanistan,1986,0.627857043226583,3.828889850267002
Afghanistan,1987,0.6549811919388304,3.0689721597984163
Afghanistan,1988,0.6613591035137304,3.626247072830165
Afghanistan,1989,0.6633358318496111,3.5452929768007215
Afghanistan,1990,0.6501746039495819,2.789729273751475
Afghanistan,1991,0.6685991608609994,4.140377004416405
Afghanistan,1992,0.6718175213105425,3.9864712229658004
Afghanistan,1993,0.6782892880206549,3.0304980387089184
Afghanistan,1994,0.6930135663175625,2.815503675962394
Afghanistan,1995,0.6882209027689459,3.3917093211264375
Afghanistan,1996,0.6999673661988313,2.6524310907337196
Afghanistan,1997,0.6957060903831793,3.8106427227091206
Afghanistan,1998,0.7039301669447963,3.0188377155941386
Afghanistan,1999,0.7139560748272961,3.8109358736227845
Afghanistan,2000,0.687515359930406,2.968052864844976
Afghanistan,2001,0.7094563046436654,3.1320094780406684
Afghanistan,2002,0.7120673416800292,3.6776380031144438
Afghanistan,2003,0.714404352289812,3.017955045877941
Afghanistan,2004,0.7247181458973414,3.2009056408688354
Afghanistan,2005,0.7561204659171203,3.3547967835621484
Albania,1950,0.7435640676164329,2.7566051309903328
Albania,1951,0.7328337209825792,2.531188821455949
Albania,1952,0.7479159575157048,2.364900539797196
Albania,1953,0.7348470737817459,3.2695069333709523
Albania,1954,0.7431227709469744,3.1430818029893186
Albania,1955,0.7466965044270019,3.396089574395271
Albania,1956,0.7383886018585881,2.9007985087672647
Albania,1957,0.7675761685749313,2.263846107597158
Albania,1958,0.7572120379130678,1.9484273424116971
Albania,1959,0.7684538159257706,4.005709921240651
Albania,1960,0.7795194353308023,2.9910948898906415
Albania,1961,0.783073847677158,2.8122304189982463
Albania,1962,0.7904479042478658,2.8277071147337756
Albania,1963,0.7831028446210154,2.1748161135795128
Albania,1964,0.7823638292382278,2.4376859990075843
Albania,1965,0.7916695304073037,3.4159345133936654
Albania,1966,0.7717249299416243,3.0890733384760707
Albania,1967,0.7795145094058366,2.4666882292357677
Albania,1968,0.7855826419009776,2.2437492071805534
Albania,1969,0.7946812442663681,2.4807026885985937
Albania,1970,0.8198675068115348,2.4180632191319194
Albania,1971,0.8045331269424657,3.466653015420845
Albania,1972,0.8167001643015306,2.487850813054568
Albania,1973,0.8461306383770718,1.9126633232548376
Albania,1974,0.8255796844171384,2.4897680268900557
Albania,1975,0.8462791643233587,2.5026380893132982
Albania,1976,0.825515882979796,1.9935657640326283
Albania,1977,0.8407528383997397,2.5902484457018415
Albania,1978,0.8339084947077567,2.9572290248478366
Albania,1979,0.8474075826638059,2.4451175537197014
Albania,1980,0.8694414657606009,1.9388626837443503
Albania,1981,0.8352800165434475,2.243194058707759
Albania,1982,0.8720680923060272,1.5736411877639687
Albania,1983,0.8734883601832116,2.1852413072569226
Albania,1984,0.8653890925936807,2.4122353010765036
Albania,1985,0.8569976847870872,1.9695577117994343
Albania,1986,0.8841656812673562,2.966817790340043
Albania,1987,0.8795443017445068,2.526961399526338
Albania,1988,0.8953873601482554,1.3858653158929235
Albania,1989,0.8966429078567996,1.3870224605684274
Albania,1990,0.9247669243525055,1.546522394030826
Albania,1991,0.9015820596081487,2.7182842258693793
Albania,1992,0.8942589614984356,2.482904924033539
Albania,1993,0.9167463116369109,2.652103980117595
Albania,1994,0.9218094574000053,1.9674650198181691
Albania,1995,0.9433560875019763,1.7549759719529836
Albania,1996,0.9399600119366258,1.3525705653103777
Albania,1997,0.9372576527366914,2.017082181875558
Albania,1998,0.9583314249273063,1.674756565712625
Albania,1999,0.9230336634141088,1.860951085313219
Albania,2000,0.9357578833935061,2.5410903472807993
Albania,2001,0.9359502748292552,1.8311117905271694
Albania,2002,0.9485021299472554,2.3515577920498942
Albania,2003,0.9382048522837426,1.2242099765019905
Albania,2004,0.9728936833334502,2.7635841732409143
Albania,2005,0.964549666606766,1.5672292035466775
Algeria,1950,0.5631678973140738,4.3015014990633
Algeria,1951,0.59322238906673,4.194291956141756
Algeria,1952,0.5714583154740756,3.764600008277719
Algeria,1953,0.5870738640568754,4.210252502759204
Algeria,1954,0.5676901279812333,4.342214177562614
Algeria,1955,0.560265819111738,3.740910879054975
Algeria,1956,0.5664345411921923,3.710449770745913
Algeria,1957,0.5729133177474696,3.9768046219000395
Algeria,1958,0.6186069832722225,3.650171272399232
Algeria,1959,0.5772542134897541,4.49970342427922
Algeria,1960,0.6050535253738106,4.060153703858681
Algeria,1961,0.5818389496411089,3.878735696281348
Algeria,1962,0.6122681267785205,3.979646963370159
Algeria,1963,0.6069850641665469,2.9318543352341626
Algeria,1964,0.6017817454547227,3.5432693152287067
Algeria,1965,0.606444338132654,3.8836173258070223
Algeria,1966,0.6001621117807633,4.255833759344263
Algeria,1967,0.6196066238544001,3.7725700647547264
Algeria,1968,0.6090256645059889,4.344484792672885
Algeria,1969,0.6004042902982742,4.153901423020287
Algeria,1970,0.6025601978604682,3.590420003284298
Algeria,1971,0.6272617459769517,3.590710047223063
Algeria,1972,0.6513056127222229,3.676098201714353
Algeria,1973,0.6329679673195121,3.43267122569212
Algeria,1974,0.6317397918935791,4.2442857793184325
Algeria,1975,0.6407603577712578,3.11986830696494
Algeria,1976,0.6590188245818175,3.5944775273820797
Algeria,1977,0.6456775182743567,3.8411757835840836
Algeria,1978,0.6391829259365116,3.4520697106668163
Algeria,1979,0.6649032174076693,3.213417073942524
Algeria,1980,0.6577042167359411,3.4426196491501178
Algeria,1981,0.6772750612901308,3.6916016634554865
Algeria,1982,0.6599548979150834,3.2575416565835114
Algeria,1983,0.641808759034466,3.1300490016408107
Algeria,1984,0.642624520727329,4.027335125320416
Algeria,1985,0.6908835938438569,3.4460729856318615
Algeria,1986,0.6949490324234568,3.670129491905457
Algeria,1987,0.6693771919903939,3.715361246153547
Algeria,1988,0.669299624342415,4.293083320086728
Algeria,1989,0.6999480336315753,3.685072586904984
Algeria,1990,0.6644010629473551,3.1409953411242246
Algeria,1991,0.6705676302355007,3.591085844972479
Algeria,1992,0.6966215994768307,3.024448406156796
Algeria,1993,0.6840371253193663,3.1384135479730477
Algeria,1994,0.6928651906914531,2.6984734744381953
Algeria,1995,0.6934774744041814,3.152707440093271
Algeria,1996,0.7039810899881502,3.430402318908825
Algeria,1997,0.7230192814642066,3.0732194611730357
Algeria,1998,0.7062566112093532,2.7491468176767335
Algeria,1999,0.7175488812568064,2.5124137673347207
Algeria,2000,0.6801303336963146,4.2034994709831555
Algeria,2001,0.7131463864860359,3.2886418018536685
Algeria,2002,0.7042240654399693,2.8726440482570683
Algeria,2003,0.7015867693004512,3.4102626309271313
Algeria,2004,0.7096941939884083,4.065874869125834
Algeria,2005,0.7208531913203451,3.3645754052475945
Andorra,1950,0.6463078380171505,2.4061109468066997
Andorra,1951,0.6622357597333308,4.525448624175885
Andorra,1952,0.6789566247259472,2.6005236766743485
Andorra,1953,0.6955559139287313,3.173373502557842
Andorra,1954,0.6698574490400482,2.9434551595763025
Andorra,1955,0.674367918578408,3.0775318067781403
Andorra,1956,0.6554064516106607,3.6022532341998628
Andorra,1957,0.6886529860160063,2.45495286486265
Andorra,1958,0.6786698870688139,3.3169766070551003
Andorra,1959,0.6902093681562111,3.753915255979915
Andorra,1960,0.6885713320887439,2.9543596877004688
Andorra,1961,0.7039093597793936,2.644347857209272
Andorra,1962,0.6825800085569426,3.2746809963586685
Andorra,1963,0.6905846399800253,3.1480251449675998
Andorra,1964,0.7481935970676747,2.714210458078577
Andorra,1965,0.7006269665567283,2.7451802909267364
Andorra,1966,0.7071876089689438,3.4015619633461576
Andorra,1967,0.754910826444216,3.159585014448279
Andorra,1968,0.774666593637262,2.371664770580625
Andorra,1969,0.71726546718763,2.756138446362869
Andorra,1970,0.7330777998339596,3.0979987193818177
Andorra,1971,0.7475009618513638,2.567916555895163
Andorra,1972,0.7720971150805171,2.8920131642296822
Andorra,1973,0.735165196761636,3.627172399213239
Andorra,1974,0.7501021676936813,2.920871756138179
Andorra,1975,0.769266100945872,2.3424150602276876
Andorra,1976,0.7679632249729584,3.002389010075012
Andorra,1977,0.7596456906953939,2.818415512670114
Andorra,1978,0.7671372214328043,2.786751398440709
Andorra,1979,0.7523875592066048,3.125272868742021
Andorra,1980,0.7733143996100186,3.093268780004476
Andorra,1981,0.7767764850039545,2.8070788230050683
Andorra,1982,0.7881491410676171,2.7029609653691065
Andorra,1983,0.7802397220334311,3.611418829923467
Andorra,1984,0.7995542417159428,3.1502772946117266
